tip_label;tip label;WJetzID;Feng;IOCOrder;PrumOrder;in_final_set;in_bioclim;region;old_set_check;English;family;order;taxogroup;PassNonPass;devo_mode;devo_mode_full;egg_mass;weight;rel_brain;brain;time_fed;clutch_size;caretakers;longevity;longevity_c;social_bonds;fam_sys;fam_sys_s;food_energy;food_h_level;fibres;foraging_3;move_max;insularity;colonial;empty_col1;longevity_c;clutch_size_c;weight_c;time_fed_c;gs_small;gs_large;grouping
Fulica_armillata;Fulica armillata;3946;NA;NA;NA;NO;NO;Neotropical;;;Rallidae;GRUIFORMES;;NONPASSERIFORMES;precocial;semi-precocial;NA;1040;;4.16;NA;5;2;NA;;c-long;;;32.138;1;20.7;aground_gen;sedentary;continental;acolonial;;;;;;;;NA
Monias_benschi;Monias benschi;3955;Monias_benschi;Mesitornithiformes;Columbimorphes;NO;NO;Africa;;;Mesitornithidae;MESITORNITHIFORMES;;NONPASSERIFORMES;precocial;semi-precocial;15.31046451;140;;2.072;NA;2;5;NA;;c-long;;;178.79;2;3.7;aground_gen;sedentary;insular;acolonial;;;;;;;;small_groups
Tauraco_persa;Tauraco persa;2830;Tauraco_persa;Musophagiformes;Otidimorphormes;YES;YES;Africa;altrical;;Musophagidae;MUSOPHAGIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;25;306;;3.367;122;2;2;NA;;c-long;;;47.1752;1.6;14.16;gleaning;sedentary;continental;acolonial;;;;;;;;pair
Tauraco_livingstonii;Tauraco livingstonii;2834;NA;NA;NA;NO;NO;Southern Africa;;;Musophagidae;MUSOPHAGIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;NA;249;;3.2116;NA;2;2;NA;;c-long;;;57.2;2;9.8;gleaning;sedentary;continental;NA;;;;;;;;small_groups
Tauraco_corythaix;Tauraco corythaix;2835;Tauraco_corythaix;Musophagiformes;Otidimorphormes;NO;YES;Southern Africa;;;Musophagidae;MUSOPHAGIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;26.4;308;;2.7972;66;2;2;12.4;;c-long;;;95.0138;1.9;9.83;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Tauraco_erythrolophus;Tauraco erythrolophus;2837;NA;NA;NA;NO;NO;Africa;;;Musophagidae;MUSOPHAGIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;NA;267.5;;3.1;NA;2;2;31;;c-long;;;172.04;2;8.44;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Tauraco_leucotis;Tauraco leucotis;2839;Tauraco_leucotis;Musophagiformes;Otidimorphormes;NO;NO;Africa;;;Musophagidae;MUSOPHAGIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;24;265;;3.4706;NA;2;2;12.4;;c-long;;;57.2;2;9.8;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Tauraco_hartlaubi;Tauraco hartlaubi;2841;Tauraco_hartlaubi;Musophagiformes;Otidimorphormes;NO;NO;Africa;;;Musophagidae;MUSOPHAGIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;21;224;;3.4706;NA;2;2;NA;;c-long;;;68.81;2;9.08;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Musophaga_violacea;Musophaga violacea;2845;NA;NA;NA;NO;NO;Africa;;;Musophagidae;MUSOPHAGIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;NA;360;;3.7;NA;2;2;NA;;c-long;;;143.33;2;8.78;gleaning;sedentary;continental;acolonial;;;;;;;;NA
Musophaga_rossae;Musophaga rossae;2846;Tauraco_rossae;Musophagiformes;Otidimorphormes;NO;NO;Southern Africa;;;Musophagidae;MUSOPHAGIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;55;406.75;;4.2;NA;2;2;NA;;c-long;;;63.7976;1.8;11.26;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Corythaixoides_concolor;Corythaixoides concolor;2848;Corythaixoides_concolor;Musophagiformes;Otidimorphormes;NO;YES;Southern Africa;;;Musophagidae;MUSOPHAGIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;24;258;;3.6;45;3;2;8.91;;c-long;;;63.7976;1.8;11.26;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Crinifer_piscator;Crinifer piscator;2851;NA;NA;NA;NO;NO;Africa;;;Musophagidae;MUSOPHAGIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;NA;370;;4.8692;NA;2;NA;NA;;c-long;;;57.2;2;9.8;gleaning;sedentary;continental;NA;;;;;;;;small_groups
Corythaeola_cristata;Corythaeola cristata;2853;NA;NA;NA;NO;NO;Africa;;;Musophagidae;MUSOPHAGIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;54;965;;6.2;NA;2;NA;NA;;c-long;;;61.2914;1.7;12.35;gleaning;sedentary;continental;acolonial;;;;;;;;small_groups
Opisthocomus_hoazin;Opisthocomus hoazin;1906;Opisthocomus_hoazin;Opisthocomiformes;Opisthocomiformes;YES;YES;Neotropical;altrical;;Opisthocomidae;OPISTHOCOMIFORMES;;NONPASSERIFORMES;altrical;semi-altricial;38.60119115;800;;4.03004;75;2;2.99;NA;;c-long;;;32.138;1;20.7;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Otis_tarda;Otis tarda;3697;Otis_tarda;Otidiformes;Otidimorphormes;YES;YES;Western Palearctic;precocial;;Otididae;OTIDIFORMES;;NONPASSERIFORMES;precocial;precocial;143;8100;;10.8;0;2;1;9.75;;a-short;;;122.6152;1.8;9.4;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Neotis_denhami;Neotis denhami;3698;Ardeotis_denhami;Otidiformes;Otidimorphormes;YES;YES;Southern Africa;precocial;;Otididae;OTIDIFORMES;;NONPASSERIFORMES;precocial;precocial;126;6250;;12.691;0;2;1;NA;;a-short;;;139.6214;2;7.37;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Ardeotis_arabs;Ardeotis arabs;3702;Ardeotis_arabs;Otidiformes;Otidimorphormes;YES;YES;Africa;precocial;;Otididae;OTIDIFORMES;;NONPASSERIFORMES;precocial;precocial;115;7850;;10;0;2;1;NA;;a-short;;;175.9438;2.1;6.17;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Ardeotis_kori;Ardeotis kori;3703;Ardeotis_kori;Otidiformes;Otidimorphormes;YES;YES;Southern Africa;precocial;;Otididae;OTIDIFORMES;;NONPASSERIFORMES;precocial;precocial;158;10425;;13.4;0;2;1;26;;a-short;;;161.8276;2;7.98;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Ardeotis_australis;Ardeotis australis;3705;Ardeotis_australis;Otidiformes;Otidimorphormes;YES;YES;Australia;precocial;;Otididae;OTIDIFORMES;;NONPASSERIFORMES;precocial;precocial;136;6900;;12.0694;0;2;1;NA;;a-short;;;159.3214;1.9;9.07;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Chlamydotis_undulata;Chlamydotis undulata;3706;Chlamydotis_undulata;Otidiformes;Otidimorphormes;YES;YES;Western Palearctic;precocial;;Otididae;OTIDIFORMES;;NONPASSERIFORMES;precocial;precocial;68;1975;;5.5;0;3;1;12.5;;a-short;;;144.8214;1.8;10.01;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Eupodotis_afra;Eupodotis afra;3716;Afrotis_afra;Otidiformes;Otidimorphormes;NO;YES;Southern Africa;;;Otididae;OTIDIFORMES;;NONPASSERIFORMES;precocial;precocial;58;700;;3.9;0;2;1;NA;;b-season;;;102.719;1.5;11.65;aground_gen;sedentary;continental;acolonial;;;;;;;;asocial
Eupodotis_vigorsii;Eupodotis vigorsii;3718;Heterotetrax_vigorsii;Otidiformes;Otidimorphormes;YES;YES;Southern Africa;precocial;;Otididae;OTIDIFORMES;;NONPASSERIFORMES;precocial;precocial;64;1475;;3.4;0;1;2;NA;;c-long;;;82.0052;1.6;12;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Pitta_guajana;Pitta guajana;5675;NA;NA;NA;NO;NO;Indomalayan;;;Pittidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;6.7;99.5;;1.42;NA;4;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;insular;NA;;;;;;;;NA
Pitta_sordida;Pitta sordida;5679;Pitta_sordida;Passeriformes;Passeriformes;NO;NO;Indomalayan;;;Pittidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;6.55;57;;1.35716;NA;4;2;NA;;b-season;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;NA
Pitta_maxima;Pitta maxima;5682;NA;NA;NA;NO;NO;Australia;;;Pittidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;179;;2.62108;NA;1;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;insular;NA;;;;;;;;NA
Pitta_erythrogaster;Pitta erythrogaster;5686;Pitta_erythrogaster;Passeriformes;Passeriformes;NO;NO;Australia;;;Pittidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;8.354568514;57.75;;0.95;NA;3;2;NA;;c-long;;;176.2838;1.9;4.79;aground_gen;migratory;continental;acolonial;;;;;;;;NA
Pitta_brachyura;Pitta brachyura;5695;Pitta_brachyura;Passeriformes;Passeriformes;YES;YES;Indomalayan;altrical;;Pittidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;5.945697026;56.5;;1.44004;20;5;2;NA;;b-season;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;pair
Pitta_versicolor;Pitta versicolor;5701;Pitta_versicolor;Passeriformes;Passeriformes;YES;YES;Australia;altrical;;Pittidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;10;95;;1.93732;30;4;2;NA;;c-long;;;176.19;2.1;2.38;aground_gen;migratory;continental;acolonial;;;;;;;;pair
Smithornis_capensis;Smithornis capensis;5708;Smithornis_capensis;Passeriformes;Passeriformes;NO;NO;Southern Africa;;;Eurylaimidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;2.9;23.2;;0.80808;NA;2;2;8.16;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;acolonial;;;;;;;;large_groups
Corydon_sumatranus;Corydon sumatranus;5712;NA;NA;NA;NO;NO;Indomalayan;;;Eurylaimidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;140;;2.4864;NA;3;NA;NA;;c-long;;;176.19;2.1;2.38;aground_gen;sedentary;continental;NA;;;;;;;;small_groups
Mionectes_oleagineus;Mionectes oleagineus;5763;Mionectes_oleagineus;Passeriformes;Passeriformes;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;2.28;12.5;;0.4662;NA;3;1;NA;;a-short;;;80.42;2;8.36;aground_gen;sedentary;continental;acolonial;;;;;;;;large_groups
Pseudotriccus_pelzelni;Pseudotriccus pelzelni;5770;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;10.89999962;;0.66304;NA;NA;2;NA;;c-long;;;173.3;2;2.6;NA;sedentary;continental;NA;;;;;;;;pair
Hemitriccus_margaritaceiventer;Hemitriccus margaritaceiventer;5791;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;8.5;;0.4662;NA;2;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;NA;;;;;;;;NA
Todirostrum_cinereum;Todirostrum cinereum;5807;Todirostrum_cinereum;Passeriformes;Passeriformes;NO;YES;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;1.13;6.403703884;;0.32116;61;2;2;NA;;c-long;;;161.69;2;3.32;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Camptostoma_obsoletum;Camptostoma obsoletum;5849;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;1.31;8;;0.37296;NA;2;2;NA;;b-season;;;138.47;2;4.76;gleaning;sedentary;continental;NA;;;;;;;;large_groups
Phaeomyias_murina;Phaeomyias murina;5850;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;1.59;8;;0.38332;NA;2;2;NA;;b-season;;;126.86;2;5.48;gleaning;sedentary;continental;NA;;;;;;;;NA
Myiopagis_cotta;Myiopagis cotta;5867;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;12.5;;0.43512;NA;3;2;NA;;b-season;;;161.69;2;3.32;aground_gen;sedentary;insular;NA;;;;;;;;NA
Elaenia_martinica;Elaenia martinica;5870;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;2.87;19.8031292;;0.6734;NA;2;2;13.6;;b-season;;;115.25;2;6.2;gleaning;sedentary;insular;NA;;;;;;;;NA
Elaenia_frantzii;Elaenia frantzii;5887;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;17;;0.63196;NA;2;2;NA;;b-season;;;92.03;2;7.64;gleaning;sedentary;continental;NA;;;;;;;;large_groups
Mecocerculus_leucophrys;Mecocerculus leucophrys;5892;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;10.95384612;;0.49728;NA;2;2;NA;;c-long;;;161.69;2;3.32;gleaning;sedentary;continental;NA;;;;;;;;large_groups
Stigmatura_budytoides;Stigmatura budytoides;5908;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;10.96956514;;0.54908;NA;2;2;NA;;c-long;;;173.3;2;2.6;gleaning;migratory;continental;NA;;;;;;;;small_groups
Pseudocolopteryx_flaviventris;Pseudocolopteryx flaviventris;5925;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;7.5;;0.35224;NA;3;2;NA;;b-season;;;173.3;2;2.6;gleaning;migratory;continental;NA;;;;;;;;small_groups
Tolmomyias_sulphurescens;Tolmomyias sulphurescens;5969;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;2.23;14.85;;0.52836;NA;2;2;NA;;c-long;;;161.69;2;3.32;aground_gen;sedentary;continental;NA;;;;;;;;large_groups
Platyrinchus_cancrominus;Platyrinchus cancrominus;5974;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;11;;0.50764;NA;2;2;NA;;c-long;;;161.69;2;3.32;aground_gen;sedentary;continental;NA;;;;;;;;asocial
Platyrinchus_mystaceus;Platyrinchus mystaceus;5975;Platyrinchus_mystaceus;Passeriformes;Passeriformes;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;1.61;10.05;;0.4144;NA;2;2;NA;;b-season;;;173.3;2;2.6;aground_gen;sedentary;continental;acolonial;;;;;;;;asocial
Onychorhynchus_coronatus;Onychorhynchus coronatus;5980;Onychorhynchus_coronatus;Passeriformes;Passeriformes;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;1.76;17;;0.48692;NA;2;1;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;acolonial;;;;;;;;large_groups
Myiophobus_fasciatus;Myiophobus fasciatus;5992;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;1.64;10;;0.38332;NA;2;2;NA;;c-long;;;150.08;2;4.04;aground_gen;migratory;continental;NA;;;;;;;;asocial
Myiobius_barbatus;Myiobius barbatus;6001;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;1.76;11;;0.3626;NA;2;1;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;NA;;;;;;;;large_groups
Cnemotriccus_fuscatus;Cnemotriccus fuscatus;6010;Cnemotriccus_fuscatus;Passeriformes;Passeriformes;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;2.48;11.9;;0.47656;NA;3;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;acolonial;;;;;;;;large_groups
Mitrephanes_phaeocercus;Mitrephanes phaeocercus;6017;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;8.5;;0.33152;NA;2;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;NA;;;;;;;;NA
Contopus_cooperi;Contopus cooperi;6019;Contopus_cooperi;Passeriformes;Passeriformes;YES;YES;Nearctic;altrical;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;2.930348095;34.5;;0.66304;27;4;2;11.08;;b-season;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Contopus_virens;Contopus virens;6028;Contopus_virens;Passeriformes;Passeriformes;YES;YES;Nearctic;altrical;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;1.77;14;;0.4662;41.5;3;2;7.1;;b-season;;;161.69;2;3.32;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Contopus_latirostris;Contopus latirostris;6035;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;11.19999981;;0.39368;NA;2;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;insular;NA;;;;;;;;NA
Empidonax_virescens;Empidonax virescens;6037;Empidonax_virescens;Passeriformes;Passeriformes;YES;YES;Nearctic;altrical;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;1.86;13.1;;0.44548;28;3;2;12.08;;c-long;;;150.08;2;4.04;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Empidonax_minimus;Empidonax minimus;6042;Empidonax_minimus;Passeriformes;Passeriformes;YES;YES;Nearctic;altrical;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;1.39;10.5;;0.38332;32;4;2;8;;c-long;;;161.69;2;3.32;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Sayornis_phoebe;Sayornis phoebe;6052;Sayornis_phoebe;Passeriformes;Passeriformes;YES;YES;Nearctic;altrical;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;2.112193283;18.3;;0.61124;34;5;2;10.33;;c-long;;;161.69;2;3.32;aground_gen;migratory;continental;acolonial;;;;;;;;pair
Sayornis_saya;Sayornis saya;6053;Sayornis_saya;Passeriformes;Passeriformes;NO;NO;Nearctic;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;2.3;20.89999962;;0.63196;NA;4;2;5;;c-long;;;161.69;2;3.32;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Sayornis_nigricans;Sayornis nigricans;6054;Sayornis_nigricans;Passeriformes;Passeriformes;YES;YES;Neotropical;altrical;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;2.1;18;;0.50764;28.5;4;2;8;;c-long;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;pair
Pyrocephalus_rubinus;Pyrocephalus rubinus;6058;Pyrocephalus_rubinus;Passeriformes;Passeriformes;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;2.73328125;12.5;;0.47656;NA;3;2;5.5;;b-season;;;173.3;2;2.6;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Xolmis_pyrope;Xolmis pyrope;6080;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;35.29999924;;1.32608;NA;2;2;NA;;c-long;;;150.08;2;4.04;aground_gen;migratory;continental;NA;;;;;;;;NA
Xolmis_irupero;Xolmis irupero;6084;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;28.70000076;;0.84952;NA;4;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;NA;;;;;;;;NA
Lessonia_rufa;Lessonia rufa;6112;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;13.39999962;;0.45;NA;3;1;NA;;b-season;;;173.3;2;2.6;aground_gen;migratory;continental;NA;;;;;;;;large_groups
Hymenops_perspicillatus;Hymenops perspicillatus;6123;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;22.89999962;;0.78736;NA;3;2;NA;;b-season;;;173.3;2;2.6;aground_gen;migratory;continental;NA;;;;;;;;NA
Colonia_colonus;Colonia colonus;6133;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;18.29999924;;0.48692;NA;2;2;NA;;b-season;;;173.3;2;2.6;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Machetornis_rixosa;Machetornis rixosa;6134;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;29.60000038;;0.99456;NA;4;2;NA;;c-long;;;173.3;2;2.6;aground_gen;sedentary;continental;NA;;;;;;;;NA
Attila_spadiceus;Attila spadiceus;6143;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;3.80944908;37.7;;1.22248;NA;3;2;NA;;b-season;;;187.46;2.3;3.04;aground_gen;sedentary;continental;NA;;;;;;;;large_groups
Myiarchus_tuberculifer;Myiarchus tuberculifer;6156;Myiarchus_tuberculifer;Passeriformes;Passeriformes;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;2.38;19.8;;0.68376;NA;4;2;NA;;c-long;;;178.79;2;3.7;aground_gen;sedentary;continental;acolonial;;;;;;;;pair
Myiarchus_cinerascens;Myiarchus cinerascens;6166;Myiarchus_cinerascens;Passeriformes;Passeriformes;YES;YES;Nearctic;altrical;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;3.42;27.5;;0.79772;29;4;2;11.92;;c-long;;;152.97;2.1;3.82;aground_gen;migratory;continental;acolonial;;;;;;;;pair
Myiarchus_tyrannulus;Myiarchus tyrannulus;6169;Myiarchus_tyrannulus;Passeriformes;Passeriformes;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;4.15;29.425;;1.01528;NA;4;2;11;;b-season;;;152.97;2.1;3.82;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Myiarchus_validus;Myiarchus validus;6176;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;40.9;;1.2432;NA;4;2;NA;;c-long;;;115.25;2;6.2;aground_gen;sedentary;insular;NA;;;;;;;;NA
Myiarchus_stolidus;Myiarchus stolidus;6178;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;3.12;22.8;;0.6734;NA;4;2;NA;;c-long;;;150.08;2;4.04;aground_gen;sedentary;insular;NA;;;;;;;;NA
Tyrannus_verticalis;Tyrannus verticalis;6192;Tyrannus_verticalis;Passeriformes;Passeriformes;YES;YES;Nearctic;altrical;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;3.88;37.5;;1.01528;37;4;2;6.92;;c-long;;;161.69;2;3.32;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Tyrannus_forficatus;Tyrannus forficatus;6193;Tyrannus_forficatus;Passeriformes;Passeriformes;NO;NO;Nearctic;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;3.43;39.5;;0.89096;NA;5;2;NA;;c-long;;;184.28;2;4.8;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Tyrannus_savana;Tyrannus savana;6194;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;31.89999962;;0.75628;NA;2;2;NA;;c-long;;;138.47;2;4.76;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Tyrannus_tyrannus;Tyrannus tyrannus;6195;Tyrannus_tyrannus;Passeriformes;Passeriformes;YES;YES;Nearctic;altrical;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;4.18;41;;0.9842;51.5;3;2;11.1;;c-long;;;181.68;2.1;3.48;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Tyrannus_dominicensis;Tyrannus dominicensis;6196;Tyrannus_dominicensis;Passeriformes;Passeriformes;YES;YES;Neotropical;altrical;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;4.45;45.5;;1.036;52;3;2;NA;;c-long;;;141.36;2.1;4.54;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Megarynchus_pitangua;Megarynchus pitangua;6202;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;6.35;67.40000096;;1.21212;NA;2;2;NA;;c-long;;;181.68;2.1;3.48;aground_gen;sedentary;continental;NA;;;;;;;;small_groups
Myiodynastes_maculatus;Myiodynastes maculatus;6210;NA;NA;NA;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;4.7;44;;1.17068;NA;3;2;NA;;b-season;;;147.14;2.3;4.1;aground_gen;migratory;continental;NA;;;;;;;;large_groups
Myiozetetes_similis;Myiozetetes similis;6214;Myiozetetes_similis;Passeriformes;Passeriformes;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;3.07;28;;0.84952;NA;3;2;NA;;c-long;;;146.85;2.1;5.64;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Legatus_leucophaius;Legatus leucophaius;6217;Legatus_leucophaius;Passeriformes;Passeriformes;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;3.13;24.5;;0.68376;NA;2;2;NA;;b-season;;;92.03;2;7.64;gleaning;migratory;continental;acolonial;;;;;;;;NA
Pitangus_sulphuratus;Pitangus sulphuratus;6219;Pitangus_sulphuratus;Passeriformes;Passeriformes;NO;NO;Neotropical;;;Tyrannidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;6.85;63.78723526;;1.3986;NA;4;2;NA;;c-long;;;137.62608;2.3;4.1;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Schiffornis_turdina;Schiffornis turdina;6225;NA;NA;NA;NO;NO;Neotropical;;;Cotingidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;4.01;29.35;;1.10852;NA;2;2;NA;;a-short;;;115.25;2;6.2;aground_gen;sedentary;continental;NA;;;;;;;;asocial
Pachyramphus_cinnamomeus;Pachyramphus cinnamomeus;6232;NA;NA;NA;NO;NO;Neotropical;;;Cotingidae;PASSERIFORMES;;PASSERIFORMES;altrical;altricial;NA;20.29999924;;0.91168;NA;4;2;NA;;c-long;;;138.47;2;4.76;aground_gen;sedentary;continental;NA;;;;;;;;small_groups
